Envelope,Threshold
0.02062535070972732,0.05
0.02075278225718727,0.05
0.021005930014339393,0.05
0.02100255087002965,0.05
0.020685209816679147,0.05
0.022406190504834642,0.05
0.02263786203586771,0.05
0.02179223322923064,0.05
0.02025042789450737,0.05
0.019990568039791195,0.05
0.02125213032601092,0.05
0.021718025504639565,0.05
0.02240219044205499,0.05
0.02280883358433369,0.05
0.022693269108720247,0.05
0.023036822696096755,0.05
0.023054931259687026,0.05
0.023253555728824177,0.05
0.02244688564135554,0.05
0.022057650513311704,0.05
0.02271199552466827,0.05
0.021899163093951127,0.05
0.021357971636082832,0.05
0.021155771426429184,0.05
0.021423239461404824,0.05
0.022035266394988397,0.05
0.02277407836508392,0.05
0.02286805866365157,0.05
0.022731100765792843,0.05
0.023005262238980993,0.05
0.02305614881496719,0.05
0.022824836645029354,0.05
0.023257770263314437,0.05
0.023742406976959368,0.05
0.024439368445715776,0.05
0.02392874124271091,0.05
0.023478864576003306,0.05
0.022856175537417936,0.05
0.02216731040414555,0.05
0.02247391629245212,0.05
0.02275710547540456,0.05
0.022711551322477107,0.05
0.023084206158158555,0.05
0.02277296711456844,0.05
0.022279999949202076,0.05
0.021248294956983393,0.05
0.020926802382120475,0.05
0.02093752904276565,0.05
0.022381150158431482,0.05
0.02217985687135515,0.05
0.02125417132672467,0.05
0.02099953426605285,0.05
0.021222728212427298,0.05
0.02179668370041394,0.05
0.02192040271356533,0.05
0.022177339937676104,0.05
0.023049620579953824,0.05
0.024575828607581927,0.05
0.02568072467617359,0.05
0.026194385468157767,0.05
0.027203784992806207,0.05
0.026782014032556336,0.05
0.026294821756350745,0.05
0.027067698131126798,0.05
0.029596524158138984,0.05
0.03101220970398713,0.05
0.033682374829005594,0.05
0.03494317511679643,0.05
0.035051970381363595,0.05
0.03438455483624241,0.05
0.03979326798412599,0.05
0.04676841840705905,0.05
0.05052855451802808,0.05
0.053618056945972166,0.05
0.06066663942047216,0.05
0.07276702785702717,0.05
0.08656983864719531,0.05
0.1045414025732384,0.05
0.13123427063599497,0.05
0.15672846632808723,0.05
0.17281794712794124,0.05
0.19637734662528966,0.05
0.2193586610766897,0.05
0.23157959548260743,0.05
0.24876597379979837,0.05
0.2613586878485453,0.05
0.26692884233268627,0.05
0.28319791718280907,0.05
0.2913347102798906,0.05
0.30175586209884814,0.05
0.31488791534350563,0.05
0.3246277683077522,0.05
0.3328082246523216,0.05
0.33692768418112506,0.05
0.34474570910359664,0.05
0.35204860330446014,0.05
0.35686034589799775,0.05
0.35424428181276935,0.05
0.33513696871847914,0.05
0.3128614074882107,0.05
0.30949569052547005,0.05
0.31173865342771395,0.05
0.3244705240433628,0.05
0.34247329399101156,0.05
0.3335634558807461,0.05
0.32942340062461434,0.05
0.3345254044012134,0.05
0.3310519551579827,0.05
0.3290519999384455,0.05
0.3273065845487754,0.05
0.3182898060808643,0.05
0.30253240318046576,0.05
0.29439800151129863,0.05
0.29331366498532674,0.05
0.2977198695376734,0.05
0.29424823052566224,0.05
0.2786032267906575,0.05
0.2672356019295671,0.05
0.259124152282893,0.05
0.26033265472669065,0.05
0.25501446653320226,0.05
0.2360772333271559,0.05
0.20551310949126414,0.05
0.18507186883194737,0.05
0.18475142111711867,0.05
0.19320894289103185,0.05
0.19294178797992614,0.05
0.18470838163269432,0.05
0.19213162217207264,0.05
0.18973011429601405,0.05
0.1848381060136844,0.05
0.1888917793303756,0.05
0.18571666494349962,0.05
0.18056397592806236,0.05
0.1612655014295571,0.05
0.14636446219573832,0.05
0.14301501990267948,0.05
0.1394663365755908,0.05
0.1431302732336174,0.05
0.13921391590304716,0.05
0.13460056992914562,0.05
0.13718549300311897,0.05
0.13981150929637162,0.05
0.1303562482635221,0.05
0.13259061926811522,0.05
0.1312378387450957,0.05
0.12874291133424953,0.05
0.1275854114404018,0.05
0.11786479951668738,0.05
0.1255944405466533,0.05
0.13670918719310804,0.05
0.14290883401109394,0.05
0.15238738559246093,0.05
0.15714446890554262,0.05
0.16144252636644224,0.05
0.16683974071901236,0.05
0.16905986382123322,0.05
0.16886067329635804,0.05
0.1688176420895841,0.05
0.17312216832298363,0.05
0.17374877983250625,0.05
0.16740040289876443,0.05
0.16229764663626445,0.05
0.16219257026954123,0.05
0.15101872754688914,0.05
0.13312894118832636,0.05
0.12358877357941529,0.05
0.12272743345676863,0.05
0.12175963980144114,0.05
0.11261562126219062,0.05
0.1020565264830216,0.05
0.09516676901319196,0.05
0.09270542249618403,0.05
0.09735618191715559,0.05
0.09994039905342478,0.05
0.09319010956444042,0.05
0.09395862181907141,0.05
0.09324260244586956,0.05
0.09079717195304633,0.05
0.08649056325520892,0.05
0.08356717572974438,0.05
0.08143295043218875,0.05
0.0799022147920209,0.05
0.07978692008927198,0.05
0.07857113026058916,0.05
0.07909639912944746,0.05
0.07827516133979232,0.05
0.07601188237152517,0.05
0.07163834029913457,0.05
0.06646862782143338,0.05
0.06196623898236883,0.05
0.05761987649440509,0.05
0.04931499333062215,0.05
0.03743302972562802,0.05
0.02999846369502431,0.05
0.029672259494528667,0.05
0.027235454017319954,0.05
0.026702045871475757,0.05
0.02489739219778244,0.05
0.023474891552468853,0.05
0.02108955194518825,0.05
0.020853408303546993,0.05
0.019824546989215847,0.05
0.019838405856654247,0.05
0.020352977533229368,0.05
0.02086880156188576,0.05
0.021160293606548287,0.05
0.02142866710849125,0.05
0.022118888864515678,0.05
0.022454897234428107,0.05
0.02238090455326499,0.05
0.02305048793605344,0.05
0.023082917643572884,0.05
0.0230861218238517,0.05
0.02294424870835976,0.05
0.023349886533912113,0.05
0.023645601179707865,0.05
0.023649969596475025,0.05
0.023785644355239187,0.05
0.02425801917291931,0.05
0.02462048563287154,0.05
0.024051977040095027,0.05
0.024186368308032433,0.05
0.024098977338259293,0.05
0.02457504105662686,0.05
0.024060313620774064,0.05
0.023284468030973893,0.05
0.021731804906968754,0.05
0.021037214922789,0.05
0.020266887620854376,0.05
0.020578442418593135,0.05
0.02079328658637108,0.05
0.02119067428043951,0.05
0.021006291949030427,0.05
0.021969111928197088,0.05
0.02279040636204312,0.05
0.021146197176814333,0.05
0.02053391678819235,0.05
0.021938156780890387,0.05
0.022804483830867524,0.05
0.023026276913292818,0.05
0.023499112635151403,0.05
0.023897612221373654,0.05
0.023414738476426365,0.05
0.022570131823631982,0.05
0.022578845996735993,0.05
0.02257037740932517,0.05
0.022304099664147172,0.05
0.022909852642961186,0.05
0.023546951817379834,0.05
0.023234135500512294,0.05
0.023489140442597894,0.05
0.024291745267886154,0.05
0.02537748656566671,0.05
0.02403722284334597,0.05
0.023229545783595627,0.05
0.02404168293281762,0.05
0.023661872740027654,0.05
0.02457169699675025,0.05
0.02403514867223521,0.05
0.025064286805809834,0.05
0.02596950809109677,0.05
0.0254314181068241,0.05
0.025036345405090546,0.05
0.026970508654527266,0.05
0.028125793044409216,0.05
0.02791824642024137,0.05
0.02892882394935319,0.05
0.0303001335944648,0.05
0.03265463538634223,0.05
0.03308331630200635,0.05
0.032417074662595344,0.05
0.032177150406150434,0.05
0.03384267689276918,0.05
0.03511458860052214,0.05
0.03935132134010534,0.05
0.04336194551532281,0.05
0.044312396640950096,0.05
0.04844460041510207,0.05
0.05640881149566368,0.05
0.05851159207049631,0.05
0.061946390848928425,0.05
0.06895653140814043,0.05
0.07362713934374013,0.05
0.0796223034370036,0.05
0.08399425431955214,0.05
0.09253626921829752,0.05
0.10956246489464047,0.05
0.12283596629289939,0.05
0.13341622270080086,0.05
0.16580610449830938,0.05
0.19707816376216936,0.05
0.2050886478770183,0.05
0.22810767301835327,0.05
0.25846336988171265,0.05
0.2758239635960298,0.05
0.2870736730677707,0.05
0.3080161344148138,0.05
0.3316602443724205,0.05
0.3460199950689306,0.05
0.3478812258115649,0.05
0.35594119195486207,0.05
0.3640805509389776,0.05
0.37458068903527714,0.05
0.37304782646197804,0.05
0.36688847260775154,0.05
0.3653149881713299,0.05
0.3626523675236165,0.05
0.35430693414232534,0.05
0.3505943687176363,0.05
0.33218539990231954,0.05
0.31231269977215914,0.05
0.3190114410300716,0.05
0.3123275707011929,0.05
0.2905737887408094,0.05
0.2802824833602539,0.05
0.28092563588730496,0.05
0.2718683032094167,0.05
0.25526618460889205,0.05
0.2465129130674204,0.05
0.24959803417381352,0.05
0.24698287822365794,0.05
0.2555014558336907,0.05
0.2761259339470123,0.05
0.29878194425648735,0.05
0.3064950056379987,0.05
0.30766565032461474,0.05
0.2965508352481948,0.05
0.2941795924678641,0.05
0.2934898857898379,0.05
0.2869649550910708,0.05
0.27766094550195264,0.05
0.2627053760677589,0.05
0.24704980370797727,0.05
0.2423645284705621,0.05
0.25024798385011987,0.05
0.26317268875416056,0.05
0.2696087599660927,0.05
0.25756996839361146,0.05
0.2510246006057388,0.05
0.24545765544914566,0.05
0.23736664511854338,0.05
0.21382283785384254,0.05
0.1810509507906953,0.05
0.15374592719133037,0.05
0.14864629619775213,0.05
0.14380777194162137,0.05
0.14149076487962367,0.05
0.13781913846897376,0.05
0.13037529960810032,0.05
0.12237071502330367,0.05
0.12527372106514695,0.05
0.13311311551704794,0.05
0.1390763270921933,0.05
0.14482346087340744,0.05
0.13960583696586668,0.05
0.12455230183751068,0.05
0.1107376675115098,0.05
0.12071639473419718,0.05
0.12640238760566297,0.05
0.12917090466868136,0.05
0.13151180560275005,0.05
0.13606737441101507,0.05
0.13471570803488508,0.05
0.13314989027250612,0.05
0.13219515702668772,0.05
0.12958993471502722,0.05
0.12866670685987602,0.05
0.12820428448538518,0.05
0.12858447692054875,0.05
0.12974847457670893,0.05
0.12750134584832143,0.05
0.12319256490789363,0.05
0.11728042792828768,0.05
0.10626927899685801,0.05
0.09501829645031117,0.05
0.08561465046359419,0.05
0.08446921592889296,0.05
0.07613423970097022,0.05
0.06620086021277997,0.05
0.06357804866983892,0.05
0.06092255259247921,0.05
0.058283642943681276,0.05
0.05818598796331021,0.05
0.058076366218725334,0.05
0.05896016489779266,0.05
0.05934744786028793,0.05
0.06007136367233028,0.05
0.06228245805301997,0.05
0.060744118287386926,0.05
0.061799269745068934,0.05
0.06039084176354125,0.05
0.05584978184029047,0.05
0.05239649196809751,0.05
0.05325163562114578,0.05
0.050614715329036934,0.05
0.046168615206838744,0.05
0.042887423628662324,0.05
0.04111221615317899,0.05
0.0381921842600273,0.05
0.035712067814044894,0.05
0.03504162528303778,0.05
0.034039151219715985,0.05
0.0337534458345191,0.05
0.03449948478786842,0.05
0.03273166237630506,0.05
0.0309583029553849,0.05
0.03083867340291317,0.05
0.0301004254652189,0.05
0.03051762691417524,0.05
0.027390608734158307,0.05
0.024684359013433757,0.05
0.02495099035329091,0.05
0.02575549018480564,0.05
0.025236537289878794,0.05
0.025278046233048638,0.05
0.024665810359407642,0.05
0.023706514822161507,0.05
0.022679140763340173,0.05
0.021529826213539376,0.05
0.021150651996037044,0.05
0.021869497443989735,0.05
0.02090485129471385,0.05
0.020303639309067527,0.05
0.020530993530573843,0.05
0.020659925704618574,0.05
0.021093829599845397,0.05
0.020486774877349605,0.05
0.019914825206854513,0.05
0.019661186710971303,0.05
0.020250169582399016,0.05
0.022212549656072278,0.05
0.02267052920057221,0.05
0.022791149258752613,0.05
0.023815211305977316,0.05
0.023405323087444148,0.05
0.024306395060047826,0.05
0.024703913391437224,0.05
0.02481271307170987,0.05
0.025217164924723718,0.05
0.02558977861945954,0.05
0.024204438965746807,0.05
0.02405403886973774,0.05
0.023660649713573914,0.05
0.02239736068222459,0.05
0.022371484797549537,0.05
0.022380831127407044,0.05
0.022527155902847092,0.05
0.02302233382489158,0.05
0.023106112283329178,0.05
0.023618122446677794,0.05
0.02293299798476981,0.05
0.023257318237856872,0.05
0.02351206835996421,0.05
0.023214299462587608,0.05
0.02327017040323041,0.05
0.023466161330151947,0.05
0.023322397208262378,0.05
0.023242505783601316,0.05
0.023216179340955982,0.05
0.02316790388885403,0.05
0.022472211633740868,0.05
0.02215719214040243,0.05
0.022325274861815875,0.05
0.022713202420375885,0.05
0.022861234820623626,0.05
0.023729133936667604,0.05
0.023821924381807566,0.05
0.022674234545784183,0.05
0.023372795525670315,0.05
0.024256770494687267,0.05
0.02368436765281729,0.05
0.023029225299341358,0.05
0.02241656597056536,0.05
0.02172186881250671,0.05
0.022878636306132794,0.05
0.023158035928489813,0.05
0.023620138237522202,0.05
0.02529194240312911,0.05
0.025277652953407517,0.05
0.026872808741080632,0.05
0.028211771847930025,0.05
0.029515436737469175,0.05
0.029127524505578224,0.05
0.030545052542617995,0.05
0.029870984368565102,0.05
0.030429264263876737,0.05
0.02917000924876063,0.05
0.029494242553276193,0.05
0.0288438732162117,0.05
0.028753895825119755,0.05
0.029058937675029227,0.05
0.030969159309871912,0.05
0.03127300476238143,0.05
0.03390293191552218,0.05
0.03313356356662053,0.05
0.03423301372261678,0.05
0.032938501681402166,0.05
0.03397926300271818,0.05
0.037623166750978036,0.05
0.040401167104573525,0.05
0.0412256817577653,0.05
0.0471022993106436,0.05
0.05028904549420501,0.05
0.05089126591372954,0.05
0.05417982937091286,0.05
0.06485930139759352,0.05
0.07711737587692238,0.05
0.0911127908105053,0.05
0.11191288379733305,0.05
0.1258122914736308,0.05
0.1335886906061591,0.05
0.13779604024879744,0.05
0.13984741656618788,0.05
0.1455656311683385,0.05
0.1564897615525858,0.05
0.1626971838808005,0.05
0.16626983285669172,0.05
0.18022869496458108,0.05
0.199263097838227,0.05
0.2031939889066265,0.05
0.21168669684105068,0.05
0.2114198873889507,0.05
0.22346160778397037,0.05
0.2311371188788527,0.05
0.24420041741322276,0.05
0.25693371881483995,0.05
0.2628907886940025,0.05
0.26002935605409844,0.05
0.24661866829520704,0.05
0.24485017255316144,0.05
0.2569659605210437,0.05
0.2759073344616996,0.05
0.2914589172407371,0.05
0.2965745011494184,0.05
0.2979456225222734,0.05
0.3023256355126569,0.05
0.31486122484006684,0.05
0.307487319260141,0.05
0.28401520072905345,0.05
0.27454819327670044,0.05
0.263886045206906,0.05
0.2564751903340241,0.05
0.24046333982771972,0.05
0.22979237184645962,0.05
0.21278217803844063,0.05
0.18710789821103246,0.05
0.1684678546858296,0.05
